Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Daytime,Wind_Chill(F)_Missing,End_Lng_Missing,End_Lat_Missing,Temperature(F)_Missing,Humidity(%)_Missing,Pressure(in)_Missing,Visibility(mi)_Missing,Wind_Direction_Missing,Wind_Speed(mph)_Missing,Precipitation(in)_Missing
2,1466928967,1466937840,37.495583,-122.368835,-9999.0,-9999.0,0.0,1466927400,62.6,-9999.0,63.0,29.99,10.0,315.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1466935674,1466941074,37.746033,-121.132164,-9999.0,-9999.0,0.0,1466934780,82.9,-9999.0,29.0,29.93,10.0,315.0,10.4,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1466928967,1466939760,38.252132,-122.489708,-9999.0,-9999.0,0.0,1466928900,57.2,-9999.0,77.0,30.01,7.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
3,1466941489,1466943289,38.229424,-121.433434,-9999.0,-9999.0,0.0,1466941980,90.0,-9999.0,24.0,29.93,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
3,1466941518,1466943318,37.953571,-121.309471,-9999.0,-9999.0,0.0,1466942100,89.1,-9999.0,30.0,29.93,10.0,292.5,8.1,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466928967,1466944740,37.631477,-122.084183,-9999.0,-9999.0,0.0,1466927640,62.1,-9999.0,67.0,30.01,8.0,-9999.0,3.5,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1466928967,1466948460,38.210583,-122.6007,-9999.0,-9999.0,0.0,1466928900,57.2,-9999.0,77.0,30.01,7.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
3,1466928967,1466946840,37.808498,-122.366852,-9999.0,-9999.0,0.0,1466927580,63.0,-9999.0,67.0,29.99,8.0,315.0,5.8,-9999.0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1466928967,1466948160,37.893772,-122.120995,-9999.0,-9999.0,0.0,1466927580,66.0,-9999.0,63.0,29.92,9.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2,1466928967,1466949000,38.496548,-122.770035,-9999.0,-9999.0,0.0,1466927580,57.9,-9999.0,75.0,29.95,10.0,135.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
3,1466928967,1466947440,37.317062,-121.974922,-9999.0,-9999.0,0.0,1466927580,64.9,-9999.0,70.0,29.98,10.0,292.5,4.6,-9999.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466928967,1466947440,38.416264,-121.897232,-9999.0,-9999.0,0.0,1466928900,71.6,-9999.0,53.0,29.94,10.0,-9999.0,4.6,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1466946527,1466949227,37.856663,-120.998642,-9999.0,-9999.0,0.0,1466945580,96.1,-9999.0,21.0,29.91,10.0,315.0,9.2,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466948898,1466951520,37.731606,-122.188606,-9999.0,-9999.0,0.0,1466949180,75.9,-9999.0,42.0,29.98,10.0,-9999.0,15.0,-9999.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1466948898,1466952780,37.710648,-122.166687,-9999.0,-9999.0,0.0,1466949180,75.9,-9999.0,42.0,29.98,10.0,-9999.0,15.0,-9999.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1466948898,1466952960,37.740906,-122.196472,-9999.0,-9999.0,0.0,1466949180,75.9,-9999.0,42.0,29.98,10.0,-9999.0,15.0,-9999.0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1466952261,1466957661,37.75404,-121.485123,-9999.0,-9999.0,0.0,1466952900,98.1,-9999.0,20.0,29.9,10.0,315.0,9.2,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1466948898,1466956414,37.825844,-121.930214,-9999.0,-9999.0,0.0,1466949180,97.0,-9999.0,19.0,29.92,10.0,247.5,9.2,-9999.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466953634,1466959034,37.330112,-121.867676,-9999.0,-9999.0,0.0,1466952420,91.4,-9999.0,20.0,29.97,10.0,-9999.0,13.8,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1466954384,1466959784,37.932056,-122.40361,-9999.0,-9999.0,0.0,1466952780,98.1,-9999.0,14.0,29.88,10.0,315.0,9.2,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1466954295,1466959695,37.562325,-122.278381,-9999.0,-9999.0,0.0,1466952900,80.6,-9999.0,34.0,29.98,10.0,-9999.0,9.2,-9999.0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1
2,1466954243,1466959643,38.019871,-121.936928,-9999.0,-9999.0,0.0,1466952780,98.1,-9999.0,14.0,29.88,10.0,315.0,9.2,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466954783,1466960183,37.317024,-121.931206,-9999.0,-9999.0,0.0,1466955960,86.0,-9999.0,33.0,29.94,10.0,292.5,13.8,-9999.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466955290,1466960690,37.825397,-122.304802,-9999.0,-9999.0,0.0,1466956380,73.9,-9999.0,48.0,29.96,10.0,292.5,16.1,-9999.0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1466956236,1466961636,38.401222,-122.741432,-9999.0,-9999.0,0.0,1466956380,93.9,-9999.0,28.0,29.89,10.0,-9999.0,10.4,-9999.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1466956202,1466961602,37.8745,-122.306038,-9999.0,-9999.0,0.0,1466956380,73.9,-9999.0,48.0,29.96,10.0,292.5,16.1,-9999.0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1466955747,1466961147,37.634968,-122.103279,-9999.0,-9999.0,0.0,1466956440,78.1,-9999.0,42.0,29.98,10.0,-9999.0,11.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1466955795,1466961195,37.695385,-122.073692,-9999.0,-9999.0,0.0,1466956440,78.1,-9999.0,42.0,29.98,10.0,-9999.0,11.5,-9999.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1
3,1466955710,1466961110,37.700932,-121.922119,-9999.0,-9999.0,0.0,1466956380,99.0,-9999.0,18.0,29.91,10.0,-9999.0,15.0,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1466957113,1466962513,37.238255,-121.969025,-9999.0,-9999.0,0.0,1466956380,86.0,-9999.0,33.0,29.94,10.0,315.0,15.0,-9999.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1466958811,1466964211,37.686691,-122.119034,-9999.0,-9999.0,0.0,1466960040,73.9,-9999.0,48.0,29.98,10.0,-9999.0,12.7,-9999.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1
3,1466959064,1466964464,38.255756,-122.064438,-9999.0,-9999.0,0.0,1466960280,96.6,-9999.0,20.0,29.88,10.0,247.5,17.3,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466960045,1466965445,37.8997,-122.316704,-9999.0,-9999.0,0.0,1466959980,98.1,-9999.0,12.0,29.87,10.0,-9999.0,9.2,-9999.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1
2,1466968035,1466969835,38.376972,-122.802299,-9999.0,-9999.0,0.0,1466967180,82.9,-9999.0,37.0,29.89,10.0,-9999.0,8.1,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1466969381,1466972137,37.947186,-121.960999,-9999.0,-9999.0,0.0,1466970780,90.0,-9999.0,19.0,29.87,10.0,225.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1466972578,1466975309,37.22156500000001,-121.981911,-9999.0,-9999.0,0.0,1466970780,75.0,-9999.0,43.0,29.96,10.0,292.5,10.4,-9999.0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466974198,1466975998,37.529819,-122.002083,-9999.0,-9999.0,0.0,1466974020,64.4,-9999.0,73.0,29.97,10.0,337.5,15.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466975547,1466977347,37.716251,-121.706451,-9999.0,-9999.0,0.0,1466974380,79.0,-9999.0,38.0,29.93,10.0,315.0,6.9,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466976268,1466978068,37.944809,-122.48558,-9999.0,-9999.0,0.0,1466975700,64.4,-9999.0,59.0,29.96,-9999.0,22.5,5.8,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1
3,1466976154,1466977954,37.568287,-121.896156,-9999.0,-9999.0,0.0,1466974380,79.0,-9999.0,38.0,29.93,10.0,315.0,6.9,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1466980132,1466982915,37.690357,-122.123779,-9999.0,-9999.0,0.0,1466981640,62.1,-9999.0,67.0,30.02,10.0,315.0,8.1,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2,1466987349,1466989149,37.2495,-121.959633,-9999.0,-9999.0,0.0,1466988780,63.0,-9999.0,75.0,29.99,10.0,292.5,5.8,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2,1466987438,1466989238,38.026455,-121.94194,-9999.0,-9999.0,0.0,1466988780,66.9,-9999.0,57.0,29.91,10.0,-9999.0,5.8,-9999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
2,1466990807,1466994407,37.589874,-122.36113,-9999.0,-9999.0,0.0,1466992560,53.1,-9999.0,86.0,30.0,10.0,292.5,19.6,-9999.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
3,1466990773,1466994373,37.997124,-122.286018,-9999.0,-9999.0,0.0,1466992380,64.9,-9999.0,61.0,29.91,10.0,337.5,4.6,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
3,1466992501,1466996101,37.66964,-122.466217,-9999.0,-9999.0,0.0,1466992560,53.1,-9999.0,86.0,30.0,10.0,292.5,19.6,-9999.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
3,1466991087,1466994687,37.890163,-122.308296,-9999.0,-9999.0,0.0,1466992380,57.0,-9999.0,77.0,30.0,10.0,292.5,8.1,-9999.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
3,1466994361,1466997961,37.956047,-122.329842,-9999.0,-9999.0,0.0,1466995980,64.9,-9999.0,61.0,29.92,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
2,1466996328,1466999928,37.643707,-122.093231,-9999.0,-9999.0,0.0,1466996040,57.9,-9999.0,75.0,30.03,10.0,315.0,4.6,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2,1466998094,1467001694,37.708817,-122.395195,-9999.0,-9999.0,0.0,1466999760,53.1,-9999.0,89.0,30.01,10.0,292.5,13.8,-9999.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2,1466997226,1467000826,37.535507,-122.075211,-9999.0,-9999.0,0.0,1466996040,57.9,-9999.0,75.0,30.03,10.0,315.0,4.6,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2,1466997184,1467000784,37.29414000000001,-122.025833,-9999.0,-9999.0,0.0,1466995980,62.1,-9999.0,75.0,30.0,10.0,292.5,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2,1466997461,1467001061,37.381866,-121.963829,-9999.0,-9999.0,0.0,1466995980,62.1,-9999.0,75.0,30.0,10.0,292.5,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2,1466999229,1467002829,38.476055,-122.952339,-9999.0,-9999.0,0.0,1466999580,51.1,-9999.0,86.0,29.96,10.0,157.5,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2,1466999190,1467002790,37.365253,-122.167381,-9999.0,-9999.0,0.0,1466999760,59.0,-9999.0,81.0,30.02,10.0,315.0,5.8,-9999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
3,1466999298,1467002898,37.701363,-121.849533,-9999.0,-9999.0,0.0,1466999580,66.0,-9999.0,48.0,29.96,10.0,292.5,5.8,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
2,1466999908,1467003508,37.999325,-121.821442,-9999.0,-9999.0,0.0,1466999580,63.0,-9999.0,65.0,29.93,10.0,-9999.0,4.6,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
3,1467001345,1467004945,38.090702,-122.227066,-9999.0,-9999.0,0.0,1466999640,55.0,-9999.0,80.0,29.96,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
2,1467008050,1467010500,38.455452,-122.737915,-9999.0,-9999.0,0.0,1467006780,48.9,-9999.0,93.0,29.97,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1
3,1467008071,1467010560,37.741051,-121.581268,-9999.0,-9999.0,0.0,1467006780,62.1,-9999.0,60.0,29.99,10.0,292.5,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1467008975,1467011400,37.002934,-121.556618,-9999.0,-9999.0,0.0,1467009300,60.8,-9999.0,100.0,30.02,10.0,337.5,10.4,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1467008944,1467011644,38.63718400000001,-121.38298,-9999.0,-9999.0,0.0,1467009300,69.8,-9999.0,49.0,29.97,9.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1
2,1467009660,1467011940,37.302452,-121.816223,-9999.0,-9999.0,0.0,1467010020,60.8,-9999.0,82.0,30.04,10.0,-9999.0,5.8,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1467009614,1467012314,38.447723,-121.430908,-9999.0,-9999.0,0.0,1467010380,66.0,-9999.0,65.0,29.96,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2,1467011367,1467014116,38.150757,-122.449348,-9999.0,-9999.0,0.0,1467011700,53.6,-9999.0,82.0,30.05,8.0,292.5,4.6,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
2,1467013470,1467016239,36.963444,-121.970573,-9999.0,-9999.0,0.0,1467013980,57.9,-9999.0,81.0,30.02,9.0,-9999.0,-9999.0,-9999.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
3,1467014461,1467016261,38.369675,-121.957893,-9999.0,-9999.0,0.0,1467013980,80.1,-9999.0,38.0,29.97,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2,1467016305,1467019005,38.290955,-121.33445,-9999.0,-9999.0,0.0,1467017580,77.0,-9999.0,47.0,29.96,10.0,202.5,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1467015551,1467018251,38.790928,-121.219917,-9999.0,-9999.0,0.0,1467015300,78.8,-9999.0,34.0,29.96,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2,1467016607,1467019394,37.506924,-122.338997,-9999.0,-9999.0,0.0,1467017220,62.6,-9999.0,72.0,30.04,10.0,-9999.0,3.5,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1467017537,1467019337,37.996441,-122.116997,-9999.0,-9999.0,0.0,1467017580,73.9,-9999.0,43.0,29.96,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2,1467016804,1467019542,37.636292,-122.10009,-9999.0,-9999.0,0.0,1467017640,64.9,-9999.0,58.0,30.06,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2,1467017364,1467019164,37.349777,-121.861732,-9999.0,-9999.0,0.0,1467017220,69.8,-9999.0,60.0,30.04,10.0,-9999.0,8.1,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467017425,1467020125,38.631481,-121.505196,-9999.0,-9999.0,0.0,1467017700,80.6,-9999.0,32.0,29.98,9.0,-9999.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467019110,1467020910,37.721279,-122.448204,-9999.0,-9999.0,0.0,1467017760,60.1,-9999.0,67.0,30.03,10.0,292.5,11.5,-9999.0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
1,1467019026,1467020826,36.831322,-121.435173,-9999.0,-9999.0,0.0,1467018600,71.6,-9999.0,50.0,30.02,10.0,-9999.0,-9999.0,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1
2,1467020163,1467022863,38.657684,-121.382851,-9999.0,-9999.0,0.0,1467020100,86.0,-9999.0,27.0,29.97,9.0,292.5,4.6,-9999.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
3,1467020921,1467022721,37.808498,-122.366852,-9999.0,-9999.0,0.0,1467021180,64.9,-9999.0,63.0,30.02,10.0,-9999.0,4.6,-9999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1467021929,1467023729,37.484623,-122.209747,-9999.0,-9999.0,0.0,1467020820,64.4,-9999.0,73.0,30.03,10.0,-9999.0,3.5,-9999.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467022033,1467023833,37.522575,-121.987625,-9999.0,-9999.0,0.0,1467020820,69.8,-9999.0,68.0,30.02,10.0,-9999.0,9.2,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1467022092,1467023892,36.942135,-121.446457,-9999.0,-9999.0,0.0,1467022200,77.0,-9999.0,41.0,30.01,10.0,-9999.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467022114,1467023914,37.948418,-121.300972,-9999.0,-9999.0,0.0,1467021300,84.0,-9999.0,37.0,29.96,10.0,292.5,10.4,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1467022706,1467024506,38.744297,-121.200775,-9999.0,-9999.0,0.0,1467022500,87.8,-9999.0,25.0,29.96,10.0,292.5,8.1,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1467022671,1467024471,38.706448,-120.830803,-9999.0,-9999.0,0.0,1467022500,87.8,-9999.0,19.0,30.11,10.0,315.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
3,1467023222,1467025022,37.688042,-122.133995,-9999.0,-9999.0,0.0,1467024840,72.0,-9999.0,49.0,30.05,10.0,-9999.0,6.9,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1467023411,1467025211,37.255756,-121.875954,-9999.0,-9999.0,0.0,1467024420,78.8,-9999.0,39.0,30.03,10.0,-9999.0,5.8,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467023161,1467025861,37.742188,-121.525635,-9999.0,-9999.0,0.0,1467024900,90.0,-9999.0,28.0,29.96,10.0,292.5,5.8,-9999.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1467023787,1467025587,37.698132,-122.12439,-9999.0,-9999.0,0.0,1467024840,72.0,-9999.0,49.0,30.05,10.0,-9999.0,6.9,-9999.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
2,1467023697,1467025497,38.265163,-122.007256,-9999.0,-9999.0,0.0,1467025080,89.2,-9999.0,25.0,29.97,10.0,-9999.0,4.6,-9999.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467023637,1467025437,38.572765,-121.467667,-9999.0,-9999.0,0.0,1467024780,88.0,-9999.0,31.0,29.96,10.0,-9999.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467023822,1467026522,38.679146,-121.340164,-9999.0,-9999.0,0.0,1467023700,89.6,-9999.0,26.0,29.96,10.0,292.5,4.6,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1467024591,1467026391,37.69817000000001,-121.93512,-9999.0,-9999.0,0.0,1467024780,86.0,-9999.0,27.0,29.98,10.0,247.5,4.6,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1467024238,1467026038,37.023361,-121.653679,-9999.0,-9999.0,0.0,1467023700,82.4,-9999.0,100.0,30.02,10.0,337.5,10.4,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
2,1467025219,1467027019,37.617031,-122.154434,-9999.0,-9999.0,0.0,1467024840,72.0,-9999.0,49.0,30.05,10.0,-9999.0,6.9,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467025774,1467027574,38.02545900000001,-122.112236,-9999.0,-9999.0,0.0,1467024780,82.9,-9999.0,32.0,29.95,10.0,-9999.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467025367,1467027167,38.650574,-121.371658,-9999.0,-9999.0,0.0,1467024900,91.4,-9999.0,23.0,29.97,9.0,-9999.0,6.9,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467025476,1467028176,38.704079,-121.312958,-9999.0,-9999.0,0.0,1467024900,91.4,-9999.0,23.0,29.97,9.0,-9999.0,6.9,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467026654,1467028454,37.777027,-121.975304,-9999.0,-9999.0,0.0,1467028380,91.9,-9999.0,20.0,29.97,10.0,-9999.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467027834,1467029634,38.123062,-122.229836,-9999.0,-9999.0,0.0,1467028440,75.9,-9999.0,48.0,29.98,10.0,202.5,6.9,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1467028124,1467029924,37.701103,-122.02116399999998,-9999.0,-9999.0,0.0,1467028440,75.0,-9999.0,43.0,30.04,10.0,292.5,6.9,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
3,1467028183,1467029983,37.701363,-121.849533,-9999.0,-9999.0,0.0,1467028380,91.9,-9999.0,20.0,29.97,10.0,-9999.0,3.5,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467028241,1467030041,37.4664,-121.905403,-9999.0,-9999.0,0.0,1467028560,73.9,-9999.0,55.0,30.03,10.0,-9999.0,9.2,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
3,1467028526,1467031226,38.67136,-121.591324,-9999.0,-9999.0,0.0,1467028380,93.9,-9999.0,22.0,29.94,10.0,-9999.0,9.2,-9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
